"id","clickbait","site","title"
22,0,nayn.co,"17 yaşındaki ‘Egg Boy’ (Yumurta Çocuk) genç ise dünya çapında ‘kahraman’ oldu"
23,0,nayn.co,İstanbul nüfusuyla 131 ülkeyi geride bıraktı
1990,0,evrensel.net,Washington ve Tel Aviv'in 2017'de yaptığı ayrılma başvurusu sonuçlandı. İki ülkenin 2019 yılı itibarıyla UNESCO ile üyelik bağı kalmadı.
1991,0,evrensel.net,"Kocaeli'nin Kartepe ilçesinde eğitim uçağı düştü, pilot yaralanırken öğrencisi yara almadan kurtuldu."
25896,1,hurriyet.com.tr,ALES başvuruları için son gün ne zaman? Başvuru ücreti hangi bankalara yatırılıyor?
27,0,nayn.co,Dünyanın ilk uzaktan beyin ameliyatı Çin’de yapıldı: Huawei’nin 5G teknolojisi kullanıldı
28,0,nayn.co,Eski manken Tuğba Özay: CHP’de değişim rüzgarı esmeli
29,0,nayn.co,"Karısı tarafından bıçaklanan adam haber için başlık verdi: ‘Yaz gazeteci, karısı tarafından bıçaklanan erkek mağdur’"
30,0,nayn.co,"Rüzgarın yönünü hesaba katmayan Bulgar polisi, protestocular yerine kendilerine gaz sıktı"
31,0,nayn.co,Türkiye’nin yaşlı nüfusu son 5 yılda yüzde 16 artarak 7 milyon 186 bin 204 kişi oldu
32,0,nayn.co,Kılıçdaroğlu: Silah fabrikasını satanlara oy verirseniz size ne milliyetçi ne de ülkücü derim
33,0,nayn.co,"Putin, Rusya ile bağlanışının yıldönümü çerçevesinde Kırım’a gidiyor"
35,0,nayn.co,"50 yıl önce spermi dondurulan koç baba oldu"
36,0,nayn.co,Hakkında 50 yıl hapis cezası bulunan ve 151 ayrı suçtan sabıkalı kişi yakalandı
40,0,nayn.co,New York’ta 8 yaşındaki evsiz mülteci çocuk satranç şampiyonu oldu
41,0,nayn.co,Tepki çeken Avustralyalı senatörün parlamentodan gönderilmesi için başlatılan kampanya rekor kırdı
42,0,nayn.co,Rıdvan Dilmen: Türk hakemliği Avrupa’nın en kötü hakemliği
43,0,nayn.co,"Savcılık, Tahir Elçi cinayeti için yeni rapor istedi"
44,0,nayn.co,Fikirtepe’de Araplar da dolandırıldı
45,0,nayn.co,"Terim’den yabancı oyuncu sınırlamasına tepki: Yalan söylüyor, futbola ihanet ediyorlar"
46,0,nayn.co,Eski Galatasaray Başkanı Faruk Süren: Erdoğan çok güçlü bir lider
47,0,nayn.co,"Dünyanın en pahalı güvercini: Armando, 1.25 milyon euro’ya satıldı"
48,0,nayn.co,"Yeni Zelanda saldırganı avukatını azletti, kendisini savunacak: Mahkemeyi propaganda platformuna çevirebilir"
53,0,nayn.co,"ABD’de bir kadın, 9 dakikada altız bebek doğurdu"
54,0,nayn.co,Yeni Zelanda’daki cami katliamı görüntüsünün sosyal medyada paylaşılmasıyla ilgili gözaltı
55,0,nayn.co,Etiyopya ve Endonezya’daki Boeing uçak kazalarında benzerlikler tespit edildi
56,0,nayn.co,İran doğruladı: Sınırda Türkiye ile ortak operasyon yapılacak
57,0,nayn.co,Şengal’de 76 cesedin gömülü olduğu toplu mezar bulundu
58,0,nayn.co,Almanları telefonla dolandıran 28 kişiye gözaltı
59,0,nayn.co,Üsküdar’da Süleyman Soylu’yla tartışan Saadet Partili gözaltına alındı
60,0,nayn.co,"Kendi kendini bıçaklayan adam, suçu eşinin üstüne atmaya çalıştı: Çocukların ifadeleri ortaya çıkardı"
61,0,nayn.co,"Ekrem İmamoğlu, Yeni Zelanda’da katledilen Müslümanlar için Yasin okudu"
62,0,nayn.co,”Askeri harcamalar ABD’yi iflasa sürüklüyor”
66,0,nayn.co,Tekel bayilerinden Migros’a protesto: Evine ekmek götürmeye çalışan emekçiler zor durumda bırakıldı
67,0,nayn.co,NYT: Boeing 737 Max pilotları uçak eğitimini iPad’den aldı
68,0,nayn.co,Yeni Zelanda saldırısından yaralı kurtulan Türk: 2-3 saniye geç kalsaydım ölmüştüm
69,0,nayn.co,"Yeni Zelanda saldırganının ailesi: Özür dileriz, sadece eve gidip saklanmak istiyoruz"
70,0,nayn.co,"Erdoğan: Antalya dik durdukça, hiçbir Haçlı bozuntusu Türkiye’nin yükselişinin önüne geçemez"
71,0,nayn.co,Erdoğan: Artık burası İslambol’dur
72,0,nayn.co,Facebook 1.5 milyon Yeni Zelanda videosunu yayından kaldırdı
73,0,nayn.co,Yeni Zelanda’da ölenlerin cenazeleri ailelerine teslim ediliyor: Çarşamba gününe kadar tamamlanacak
74,0,nayn.co,Oy pusulalarını PTT taşıyacak
75,0,nayn.co,Öykü’ye donör olduktan 39 gün sonra lösemi teşhisi konuldu
1992,0,evrensel.net,"Hazine ve Maliye Bakanlığı, gelecek yıl için değerli kağıt bedellerini belirledi."
1993,0,evrensel.net,"BBP Genel Başkanı Mustafa Destici: Bütün seçim çevrelerinde kendi adaylarımızla, kendi amblemimizle yer alacağız."
1994,0,evrensel.net,Iğdır'daki Kurtömer Hudut Karakolu'na düzenlenen roketli saldırıda 1 asker yaralandı.
79,0,nayn.co,"Cumhurbaşkanlığı İletişim Başkanı Altun: Neo-Haçlıların, Neo-Nazilerin ve Neo-Siyonistlerin hedefinde Erdoğan var"
80,0,nayn.co,Belçika istihbaratından ‘aşırı sağ silahlanıyor’ uyarısı
81,0,nayn.co,Bloomberg: Herkesin silmeye çalıştığı katliam videosu Erdoğan’ın kampanyasında
82,0,nayn.co,Define ararken göçük altında kaldılar
83,0,nayn.co,Tarihi eseri internetten 150 TL’ye satışa çıkardılar
84,0,nayn.co,"CHP, Yeni Zelanda’ya heyet gönderiyor"
85,0,nayn.co,"Bahçeli: İzmir’i hiç kimse çantada keklik görmesin, arka bahçesi zannetmesin"
86,0,nayn.co,Arınç’ın konuşması tartışma yarattı: MHP’liler salonu terk etti
87,0,nayn.co,"Akşener ile Kılıçdaroğlu Balıkesir’de: Aslında cennet gibi bir ülkede yaşıyoruz, sorunlarımız da var"
88,0,nayn.co,Endonezya’da sel felaketi: 70 ölü
1995,0,evrensel.net,"Zonguldak'ta grip şüphesiyle gittiği hastanede kanser olduğunu öğrenen 20 yaşındaki Ayla Serap Çile, tedavi gördüğü hastanede hayatını kaybetti."
1996,0,evrensel.net,Sudan’da muhalefet partileri hükümete uzlaşılan bir başbakanın idaresinde yeni bir hükümet kurulması çağrısında bulundu.
1997,0,evrensel.net,"Filistin Devlet Başkanı Abbas, 'Tüm Filistinliler tarafından reddedilen Yüzyılın Anlaşması projesini hiçbir şekilde kabul etmeyeceğiz' dedi."
92,0,nayn.co,Yeni Zelanda’da bir havalimanı şüpheli paket nedeniyle kapatıldı
93,0,nayn.co,"İmamoğlu’ndan Hürriyet ve CNN Türk’e çağrı: Yalan habere son verin, özür dileyin"
94,0,nayn.co,Emeklilikte Yaşa Takılanlar Maltepe’de bir araya geldi
95,0,nayn.co,Türk heyeti Yeni Zelanda’da
96,0,nayn.co,‘Türkiye’deki her bebek 5 bin 513 dolar borçla doğuyor’
97,0,nayn.co,"Uzman çavuş, eşi ve oğlu lojmanda ölü bulundu"
98,0,nayn.co,"Sırbistan’da göstericiler, devlet televizyonu binası girip canlı yayına bağlanmak istedi"
99,0,nayn.co,"Ali Koç, Fenerbahçe için kitlesel kaynak yaratma projesini açıkladı"
100,0,nayn.co,‘Güney Sudan’da polislerin yüzde 80’i okuma yazma bilmiyor’
25897,1,hurriyet.com.tr,Hasarlı binalar korkutuyor! 17 Ağustos'tan beri böyle!
25898,1,hurriyet.com.tr,Ya para ya konut
105,0,nayn.co,Yeni Zelanda cami katliamı sonrası sosyal medya şirketleri hedefte: Videonun yayınlanması neden engellenemedi?
106,0,nayn.co,Erdoğan’dan Avrupa’ya: Üyelik müzakerelerini durdursanız ne yazar? Keşke öyle bir karar alsalar
107,0,nayn.co,"İzmir’de banka ‘soygunu’: Gerçek kimliğiyle işlem yaptı, paranın bir kısmını almadı"
108,0,nayn.co,"ABD, nükleer bombardıman uçaklarını Avrupa’ya gönderdi"
109,0,nayn.co,"İmamoğlu, Yeni Zelanda’da yaşamını yitirenler için mevlit okutacak"
110,0,nayn.co,"Zarif: Saddam, Halepçe katliamını Batı’nın silahlarıyla gerçekleştirdi"
111,0,nayn.co,"Bilal Erdoğan: Düşünün, bu seçimlerde kim güçlenirse New York Times sevinir?"
112,0,nayn.co,Ayasofya önünde Yeni Zelanda’da ölenler için gıyabi cenaze namazı kılındı
113,0,nayn.co,Erdoğan’dan Halepçe mesajı: Kürt kardeşlerimize Allah’tan rahmet diliyorum
114,0,nayn.co,Kalın: Hristiyan terörizmi tabiri İslam terörizmi tabiri kadar yanlıştır
119,0,nayn.co,Dünyada 150 milyon çocuk yetersiz besleniyor
120,0,nayn.co,"Financial Times: Türkiye, Rus hava savunma sistemleri almakla ABD’yi öfkelendiriyor"
121,0,nayn.co,Temelli: Irkçılık insanlık suçudur
122,0,nayn.co,‘Yeni Zelanda saldırılarının nedeni artan göç’ diyen senatöre yumurtalı protesto
123,0,nayn.co,Yeni Zelanda saldırganının Türkiye ziyareti netleşiyor: İzmir’e gitmiş
125,0,nayn.co,Yeni Zelanda Başbakanı: Tarrant saldırıya devam etme niyetindeydi
126,0,nayn.co,"Pentagon çalışanı, Çin adına casusluk yapmaktan suçlu bulundu"
127,0,nayn.co,"Fransa’da Sarı Yelekler eyleminde tansiyon yükseldi: Polis biber gazı kullandı, gazete bayileri ateşe verildi"
131,0,nayn.co,Ricky Martin: Ona tetikçi diyorsunuz çünkü Müslüman değil
132,0,nayn.co,"Erdoğan: Yeniden bir Haçlı-Hilal mücadelesi istemiyoruz, çok merak ediyorsanız gereği de olur"
133,0,nayn.co,Yeni Zelanda’dan saatler sonra Londra’da da Müslüman gruba saldırı düzenlenmiş
134,0,nayn.co,Meteoroloji’den son tahminler geldi: Havalar ısınacak
135,0,nayn.co,"AK Partili Göktaş: Erdoğan’a oy verdikten sonra cennetin anahtarı cebinizdedir, bunu iyi bilin"
136,0,nayn.co,"‘Düzenli cinsel aktivite, böbrek taşını düşürmede yüzde 80 etkili’"
137,0,nayn.co,"Trump Yeni Zelanda’daki cami katliamına ‘Berbat bir şey’ dedi, ‘terör’ demedi"
138,0,nayn.co,Yeni Zelanda cami katliamcısı mahkemeye çıkarıldı: 5 Nisan’a kadar tutuklu kalacak
139,0,nayn.co,Kutluğ Ataman eserini Külliye’ye hediye etti
140,0,nayn.co,"Kalın: Charlie Hebdo için yürüyenler, Yeni Zelanda’da katledilen Müslümanlar için de yürüyecek mi?"
144,0,nayn.co,Yeni Zelanda Başbakanı Müslüman toplumunu ziyaret etti: Acıyı kalbimizde hissediyoruz
145,0,nayn.co,"Yavaş: Adaylık kesinleşince savcıyı değiştirdiler, kapanan dosyayı tekrar açtılar"
146,0,nayn.co,"Facebook, Yeni Zelanda’daki katliamın videosunu 3 saat sonra kaldırdı"
147,0,nayn.co,Saadet Partisi adayından ‘Bilal Erdoğan protokolü’ne tepki
148,0,nayn.co,Berlusconi’nin ‘bunga bunga’ partilerini ifşa eden modelin şüpheli ölümü sonrası cinayet soruşturması
149,0,nayn.co,Cumhurbaşkanı Yardımcısı Fuat Oktay ve Dışişleri Bakanı Mevlüt Çavuşoğlu Yeni Zelanda’ya gidiyor
150,0,nayn.co,Yeni Zelanda Başbakanı Jacinda Ardern: Silah yasalarımız değişecek
151,0,nayn.co,Yeni Zelanda Başbakanı Ardern: Kurbanlar tüm Müslüman dünyadan
152,0,nayn.co,Yeni Zelanda’daki saldırıdan yaralı kurtulan Türk: Ölü taklidi yaptık
153,0,nayn.co,Yeni Zelanda saldırganı hakkında bilinenler: Cami katliamı uluslararası aşırı sağ hareketle bağlantılı olabilir
1998,0,evrensel.net,Fransa’da akaryakıt zamlarına karşı eylemlere başlayan ‘Sarı Yelekliler’ hareketi yeni yılı sosyal medya mesajıyla kutladı.
1999,0,evrensel.net,"Cumartesi Anneleri, eylemlerinin 700'üncü haftasından bu yana polis ablukasında olan Galatasaray Meydanı'na karanfil bıraktı."
2000,0,evrensel.net,NBA'in sayı kralı James Harden'ın diğer büyük skorerlere göre en büyük farkları hücum repertuvarında üç sayılık ve serbest atışların tuttuğu yer.
157,0,nayn.co,‘Yeni Zelanda’daki cami katliamı failinin Türkiye’de 43 gün geçirmiş olduğu belirlendi’
158,0,nayn.co,"IŞİD’den, teslim olan üyelerine bombalı saldırı"
25899,1,hurriyet.com.tr,İlkbahar tohumu Büyükşehir’den
160,0,nayn.co,"Twitter’dan yeni tasarım: Kuş yok, isim farklı, retweetler görünmez"
161,0,nayn.co,Samsung Galaxy S10 serisi Türkiye’de
162,0,nayn.co,Sezai Temelli: Mansur Yavaş da bilecek ki seçilmişse HDP oylarıyla seçilmiştir
163,0,nayn.co,Yeni Zelanda’daki cami katliamıyla bağlantılı üç kişi tutuklandı
25900,1,hurriyet.com.tr,Sevgililer günü hazırlığı
165,0,nayn.co,Yeni Zelanda’daki terör saldırısını öven Ekşi Sözlük yazarı ile ilgili inceleme başlatıldı
166,0,nayn.co,Yeni Zelanda’da bir günde bir yıldakinden fazla kişi öldürüldü
2001,0,evrensel.net,Gülriz Sururi tedavi gördüğü hastanede 31 Aralık'ta yaşamını yitirdi. Sururi'nin kızı: Sessiz bir defin istediği için vasiyetini yerine getirdik.
25901,1,hurriyet.com.tr,"Pelin Rua, ‘İnovatif Kadın Girişimci Ödülü’nü bakın neyle aldı... Sarılma duygusu uyandıran battaniye"
25902,1,hurriyet.com.tr,Semih Özsoy: Bunu yapanlar bedelini öder
170,0,nayn.co,‘Yeni Zelanda’daki cami katliamı failinin geçmişte bir süre Türkiye’de bulunduğu belirlendi’
171,0,nayn.co,Erdoğan’dan Yeni Zelanda katliamcısına: Senin her yerin bomba olsa ne yazar
172,0,nayn.co,Michael Jackson’ın kızı cinsel taciz iddialarına yanıt verdi: Babamı savunmak benim görevim değil
173,0,nayn.co,"Memet Ali Alabora, Gezi iddianamesi hakkında ilk kez konuştu: Savunulamayacak kadar gerçek dışı"
25903,1,sabah.com.tr,Milyonlarca Çinlinin uçak ve trene binmesi yasak
25904,1,sabah.com.tr,Düzenli uyku kulak çınlamalarını azaltabilir
176,0,nayn.co,Yeni Zelanda’daki görgü tanıkları: Saldırganın elinden silahını almaya çalışan kahramanlar oldu
177,0,nayn.co,Oktay ile Çavuşoğlu Yeni Zelanda’ya gidiyor
178,0,nayn.co,ABD Dışişleri Bakanlığı: Ulusal güvenliğimize tehdit oluşturan 50 ülke var
179,0,nayn.co,"Temelli: Kredi istediğin Çin, Mao afişini yasakladığını duymasın"
25905,1,sabah.com.tr,“Başka Beşiktaş yok!.” Doğru da..
183,0,nayn.co,Hulusi Akar: İslamofobik faşist terör bir kez daha dünyanın gözleri önünde
184,0,nayn.co,"Derslere girmeyen binlerce öğrenci, iklim değişikliğine karşı dünya çapında sokakta"
185,0,nayn.co,"Perinçek: Bu seçim yalnızca belediye seçimi değil, bir karar seçimi"
186,0,nayn.co,"Beşiktaş, çizgi film oluyor"
187,0,nayn.co,Karamollaoğlu’ndan Erdoğan’a: Bu kadar yalan nasıl söylenir? Hiç mi utanma yok?
188,0,nayn.co,AB’nin Genişlemeden Sorumlu Üyesi : ”Türkiye AB üyelik projesini devam ettirmesin”
189,0,nayn.co,"İşsizlik yüzde 13.5’e yükseldi, işsiz sayısı 4 milyonu aştı"
190,0,nayn.co,Hande Fırat: Patriotlar için daha önce teklif ettikleri fiyatı yükseltmişler
191,0,nayn.co,İzmir’de metro otopark inşaatındaki göçükte bir kişinin cansız bedenine ulaşıldı
192,0,nayn.co,Emine Erdoğan: Kadınlar çalışma hayatında maskülenleşerek bulunmamalı
196,0,nayn.co,"‘Liderine duyulan güven’ bakımından Çin, ABD’yi geride bıraktı"
197,0,nayn.co,Metiner: AK Parti davamıza karşı bayrak sallarlarsa ertesi gün kendilerini olması gereken yerde bulurlar
198,0,nayn.co,Vatikan’dan taziye mesajı: Papa başta Müslüman topluluğu olmak üzere bütün Yeni Zelandalılarla dayanışma içerisinde
199,0,nayn.co,Ahmet Kural: İnanç lafıyla dini kastetmedim
200,0,nayn.co,Hollanda’nın İslam karşıtı politikacısı Wilders: Şiddet tehdidi altındaki camiler korunmalı
201,0,nayn.co,Nargilelik tütün üretimi 10 yılda 151 kat arttı
202,0,nayn.co,S&P: Türkiye’de resesyon devam edecek
203,0,nayn.co,Kaşıkçı’yı öldüren timde yer alan 20 Suudi için kırmızı bülten
204,0,nayn.co,"Erdoğan Galatasaray Üniversitesi’ne geldi, öğrencilerin giriş çıkışları yasaklandı"
205,0,nayn.co,"Galatasaray’dan transfer planlaması! Belhanda, Feghouli, Mariano ve Fernando satılacak"
211,0,nayn.co,‘Okul müdüründen öğretmenlere topuklu ayakkabı yasağı’ iddiasına soruşturma
212,0,nayn.co,"Erdoğan: Bir defa herkes düdükleriyle gelmiş, orada öttürülmeye başlanıyor"
213,0,nayn.co,Fransa’da jinekolog sendikasından kürtaj grevi tehdidi
214,0,nayn.co,Çin yapay zeka araştırmalarında ABD’yi geride bırakma yolunda
216,0,nayn.co,"Trump: Brexit İngiltere’yi parçalıyor, May tavsiyemi dinlemedi"
217,0,nayn.co,ABD’den Beyaz Miğferler’e 5 milyon dolarlık destek
25906,1,sabah.com.tr,Son dakika: Savunma Sanayii'nden çok önemli proje! Ve imzalar atıldı
2002,0,evrensel.net,Müdafi ve vekillere yapılan ödemelere ilişkin 2019 yılı tarifesinde ücretler yüzde 23 artırıldı. Tarife Resmi Gazete’de yayımlanarak yürürlüğe girdi.
2003,0,evrensel.net,"Adıyaman'da yaşayan ressam ve heykeltıraş Hacı Fendoğlu, ilçeyi etkisi altına alan karı sanata dönüştürerek kardan 12 kişilik folklor ekibi yaptı."
2004,0,evrensel.net,"Ticaret Bakanı Ruhsar Pekcan, esnafın 2017'de kullandığı 13 milyar lira tutarındaki kredi miktarının 2018'de 16 milyar liraya yükseldiğini açıkladı."
25907,1,sabah.com.tr,Fatih Terim: Erzurumspor maçının saati...
25908,1,sabah.com.tr,Türkiye'nin denize en yakın kayak merkezine ziyaretçi akını
224,0,nayn.co,Pompeo: Tüm diplomatlarımız Venezüella’dan ayrıldı
225,0,nayn.co,"İngiltere parlamentosu, Başbakan May’in Brexit’i erteleme teklifini kabul etti"
226,0,nayn.co,BM’den personeline ‘Boeing 737 Max’ kullanmayın talimatı
25909,1,sabah.com.tr,"20 milyarlık açığa tırpan!"
25910,1,sabah.com.tr,Büyükşehir Belediyesi Erzurumspor-Galatasaray maçında hava nasıl olacak?
25911,1,sabah.com.tr,Beşiktaş'tan izzet-i ikram
230,0,nayn.co,AA: MİT TIR’ları ihbarcısı Ordu’da yakalandı
231,0,nayn.co,Trump’ın ‘ulusal acil durum’ kararının iptalini öngören tasarı Senato’da onaylandı
2005,0,evrensel.net,Trump’ın 30 gün içinde Suriye'den çekilme talimatını askıya aldığı ve süreyi dört ay uzattığı ileri sürüldü.
2006,0,evrensel.net,"Endonezya'da 5,1 büyüklüğünde deprem meydana geldi. Depremde can kaybı veya yaralanma olup olmadığına ilişkin henüz bir açıklama yapılmadı."
25912,1,sabah.com.tr,İş sahibi olmak isteyen gençler dikkat! 8 Bin liraya varan ödeme yapılacak
235,0,nayn.co,ABD siyasetinin ‘yükselen yıldızı’ başkanlığa aday
25913,1,sabah.com.tr,Bay Kemal hâlâ YPG’yi savunuyor
237,0,nayn.co,CNN sunucusu Etiyopya’daki uçak faciasının sebebini buldu: ABD hükümetinin kapanması
25914,1,sabah.com.tr,ABD'li senatörden Muhammed bin Selman'a 'çete' benzetmesi
239,0,nayn.co,"16 yaşındaki iklim aktivisti Greta, Nobel Barış Ödülü’ne aday gösterildi"
240,0,nayn.co,"Facebook, Instagram, WhatsApp ve Messenger tarihin en büyük kesintisini yaşadı"
241,0,nayn.co,"Dünyanın en yaşanılabilir şehri yine Viyana, İstanbul 130. sırada"
242,0,nayn.co,Fizikçiler kuantum bilgisayarı sayesinde zamanı tersine çevirebiliyor
243,0,nayn.co,OECD: Türkiye rüşvetle mücadelede başarısız
244,0,nayn.co,Turkcell CEO’su Terzioğlu görevi bıraktı
25915,1,sabah.com.tr,Hint yağının faydaları nelerdir?
25916,1,sabah.com.tr,Fazla mimik cildi yaşlandırıyor!
25917,1,sabah.com.tr,Dört Türk’ten biri mutsuz
25918,1,sabah.com.tr,Hiçbir şirket konkordatoda kalmak istemez
25919,1,sabah.com.tr,İslamofobi kavramını bırakın artık!
25920,1,sabah.com.tr,"Öldürülmekten korkan kadına, eski sevgiliden suç duyurusu"
251,0,nayn.co,"‘Monchi Arsenal’le anlaşırsa, Cengiz Ünder’i transfer etmek isteyecek’"
252,0,nayn.co,Canan Karatay: Bol kuyruk yağıyla yapılmış Adana kebabı kilo verdirme özelliğine sahip
253,0,nayn.co,"Rus komedyenlerin telefon şakası yaptığı Guaido, Maduro’nun hesaplarının kapatılmasını istedi"
254,0,nayn.co,‘Modern cihatçılık Batı’nın hataları yüzünden doğdu’
255,0,nayn.co,Rus kozmonotun yörüngede giydiği kostüm yarım milyona satışa çıkarıldı
256,0,nayn.co,İtalyan belediye başkanı: Bolonez soslu makarna bize ait değil
257,0,nayn.co,Sivasspor’u İstanbul’a götürecek uçağa yıldırım isabet etti
25921,1,sabah.com.tr,Son dakika: Bosna Kasabı Radovan Karadzic hakkında flaş gelişme!
25922,1,ahaber.com.tr,Diyarbakır'da PKK'ya operasyon
25923,1,sabah.com.tr,Özge Ulusoy 10 bin kişiyi silecek!
25924,1,sabah.com.tr,Bayraklı'daki o bölgede bakanlık inceleme başlattı
262,0,nayn.co,Buldan: Demirtaş cezaevinde olmasaydı Türkiye’nin cumhurbaşkanı olacaktı
263,0,nayn.co,Erdoğan’dan ‘8 Mart Feminist Gece Yürüyüşü’ yorumu: İşgal hareketine girişmek istediler
264,0,nayn.co,Bahçeli’den Kılıçdaroğlu’na: Ya aklıyla zoru var ya da girdiği siyasi komadan çıkamamış
265,0,nayn.co,Venezuella elektriğe kavuştu
266,0,nayn.co,Fatih Portakal FETÖ’den ifade vermiş
267,0,nayn.co,"Samsun’da saldırgandan gazetecilere: İyi çekin, yakışıklı olsun da vurduğum adamlar görsün"
25925,1,sabah.com.tr,Erdoğan’ın hayali dünyaya örnek oldu
269,0,nayn.co,"Dink cinayeti davası: Savcılık, Demirkale ile Gün’ün tahliyesine itiraz etti"
270,0,nayn.co,Ebeveyn olmak isteyenler sanal bebek evlat edinebilecek
274,0,nayn.co,"ABD’li Katolikler, cinsel istismar skandalları nedeniyle kiliseye üyeliklerini sorguluyor"
275,0,nayn.co,Prof. Bingür Sönmez: Savaşta bile dokunulmazlığı olan sağlık çalışanları günümüz Türkiye’sinde öldürülüyorlar
276,0,nayn.co,"İmamoğlu’nu ağırlayan Buket Aydın’dan ’40 dakikalık kesinti’ açıklaması: Yayınımız canlı değil, ‘Ara veriyoruz’ diyemem"
277,0,nayn.co,‘Ciddi bir ekonomik krizin içinden geçiyoruz’ diyen Fatih Altaylı’dan kumarhane önerisi
278,0,nayn.co,"Ahmet Kaya’nın kardeşi, film haberlerine tepkili: Bu dolandırıcılığı kim yaparsa pişman olur"
279,0,nayn.co,"İmamoğlu: Tayyip Bey İBB Başkanlığı döneminde farklı hükümetle muhatap oldu, biz de yönetiriz"
280,0,nayn.co,Sanayi üretimi ocakta yıllık yüzde 7.3 azaldı
281,0,nayn.co,Veri paylaşımı nedeniyle Facebook’a cezai soruşturma
282,0,nayn.co,Karamollaoğlu: 15 Temmuz’dan yaklaşık 6 ay önce bazı komutanlar geldi
283,0,nayn.co,ABD: Türkiye’nin Suriye’nin kuzeydoğusuna operasyon yapmasına gerek yok
287,0,nayn.co,"AK Partili Ünal’dan Yavaş’a: ‘Çocuk pornocusu’ diyorsun, senin böyle bir kişiyle ilişkin ne?"
288,0,nayn.co,Akşener’den Erdoğan’a: Sen hapishaneye giderken yanında ben vardım
289,0,nayn.co,Emre Kınay: Seçilirsem Saray’a gitmem
290,0,nayn.co,ABD de “Boeing 737 Max” uçuşlarını durdurdu
291,0,nayn.co,"ABD, Golan Tepeleri için ilk kez ‘İsrail kontrolündeki’ ifadesini kullandı"
292,0,nayn.co,"Netanyahu, Erdoğan’ı Kürtlere soykırım uygulamakla suçladı"
293,0,nayn.co,Sarı Yelekler’in gösterilerinde biber gazı kullanımına ilişkin 174 soruşturma
294,0,nayn.co,May: Brexit uzun süreli ertelenebilir
295,0,nayn.co,İmamoğlu’ndan genel başkanlık yanıtı: Siyasette her şey mümkün
296,0,nayn.co,"İranlı aktiviste başörtüyü eleştirmekten 33 yıl hapis: 10 yılını yatacak, 148 kırbaç cezası alacak"
2007,0,evrensel.net,"Dolar ve avro 2018’de tarihi rekor kırdı. Bir yılda dolar TL karşısında yüzde 39.5, avro TL karşısında yüzde 33.1 değer kazandı."
2008,0,evrensel.net,"Antep’te Suriyeli mültecilere yönelik saldırıda 11 kişi yaralandı. Polis olaylara karışan 45 kişiyi gözaltına aldı, 1 kişi tutuklandı."
2009,0,evrensel.net,Urfa’da her gün en az 2 çocuk istismar şikayetiyle Çocuk İzleme Merkezi'ne başvuruyor.
300,0,nayn.co,"Bilal Erdoğan: Cumhur İttifakı, egemen güçlere karşı bir birlikteliktir"
301,0,nayn.co,Pelosi’nin azil sürecine karşı çıkması Trump’ı bahtiyar etti
302,0,nayn.co,Hayvanat bahçesinde jaguar saldırısına uğrayan kadın: Selfie çekmeye çalışmıyordum
303,0,nayn.co,İtalya Başbakanı’nın Mona Lisa şakası güldürmedi: Fransa ile yine kriz mi çıkacak?
